=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.10.27 11:14:44 =~=~=~=~=~=~=~=~=~=~=~=
GyroXMax: 2.55, GyroXMin: -1.25, GyroYMax: 2.26, GyroYMin: -0.92, GyroZMax: 2.68, GyroZMin: -0.59
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 43.37, AccelZ: 76.00
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 5.29, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 7.38, AccelX: 32.11, AccelY: 33.21, AccelZ: 71.17
GyroXMax: 6.25, GyroXMin: -3.75, GyroYMax: 8.73, GyroYMin: -6.21, GyroZMax: 1.82, GyroZMin: -2.09
GyroX: 10.00, GyroY: 14.94, GyroZ: 3.91, AccelX: 30.90, AccelY: 33.21, AccelZ: 71.17
GyroXMax: 2.49, GyroXMin: -3.75, GyroYMax: 7.43, GyroYMin: -6.21, GyroZMax: 1.68, GyroZMin: -2.09
GyroX: 6.25, GyroY: 13.64, GyroZ: 3.78, AccelX: 18.78, AccelY: 31.46, AccelZ: 71.17
GyroXMax: 1.17, GyroXMin: -3.75, GyroYMax: 3.90, GyroYMin: -6.21, GyroZMax: 1.68, GyroZMin: -2.09
GyroX: 4.92, GyroY: 10.11, GyroZ: 3.78, AccelX: 8.42, AccelY: 31.46, AccelZ: 71.17
GyroXMax: 1.17, GyroXMin: -3.75, GyroYMax: 0.06, GyroYMin: -6.21, GyroZMax: 1.68, GyroZMin: -2.09
GyroX: 4.92, GyroY: 6.26, GyroZ: 3.78, AccelX: 6.89, AccelY: 31.46, AccelZ: 65.73
GyroXMax: 1.17, GyroXMin: -3.75, GyroYMax: 0.06, GyroYMin: -6.21, GyroZMax: 1.68, GyroZMin: -2.09
GyroX: 4.92, GyroY: 6.26, GyroZ: 3.78, AccelX: 6.89, AccelY: 31.46, AccelZ: 49.88
GyroXMax: 1.17, GyroXMin: -3.43, GyroYMax: 4.47, GyroYMin: -6.21, GyroZMax: 1.68, GyroZMin: -1.72
GyroX: 4.60, GyroY: 10.68, GyroZ: 3.41, AccelX: 5.63, AccelY: 49.44, AccelZ: 32.37
GyroXMax: 2.40, GyroXMin: -1.89, GyroYMax: 8.73, GyroYMin: -4.78, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 4.29, GyroY: 13.51, GyroZ: 6.39, AccelX: 36.20, AccelY: 49.44, AccelZ: 32.37
GyroXMax: 3.86, GyroXMin: -1.89, GyroYMax: 8.73, GyroYMin: -2.15, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 5.75, GyroY: 10.88, GyroZ: 6.39, AccelX: 36.20, AccelY: 52.28, AccelZ: 52.99
GyroXMax: 3.86, GyroXMin: -1.89, GyroYMax: 8.73, GyroYMin: -2.15, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 5.75, GyroY: 10.88, GyroZ: 6.39, AccelX: 36.06, AccelY: 52.28, AccelZ: 72.34
GyroXMax: 3.86, GyroXMin: -1.89, GyroYMax: 8.73, GyroYMin: -2.15, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 5.75, GyroY: 10.88, GyroZ: 6.39, AccelX: 36.06, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -1.89, GyroYMax: 8.73, GyroYMin: -2.40, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 5.75, GyroY: 11.13, GyroZ: 6.39, AccelX: 35.87, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -4.77, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 13.50, GyroZ: 6.39, AccelX: 35.87, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.87, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.87, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.26, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.72
GyroX: 6.22, GyroY: 14.98, GyroZ: 6.39, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.05
GyroX: 6.22, GyroY: 14.98, GyroZ: 5.71, AccelX: 35.31, AccelY: 52.28, AccelZ: 78.45
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 4.67, GyroZMin: -1.05
GyroX: 6.22, GyroY: 14.98, GyroZ: 5.71, AccelX: 35.31, AccelY: 18.59, AccelZ: 73.23
GyroXMax: 3.86, GyroXMin: -2.36, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 2.18, GyroZMin: -1.05
GyroX: 6.22, GyroY: 14.98, GyroZ: 3.22, AccelX: 33.05, AccelY: 18.59, AccelZ: 70.57
GyroXMax: 2.56, GyroXMin: -2.36, GyroYMax: 7.62, GyroYMin: -6.25, GyroZMax: 0.20, GyroZMin: -1.05
GyroX: 4.92, GyroY: 13.87, GyroZ: 1.25, AccelX: 20.56, AccelY: 12.95, AccelZ: 70.57
GyroXMax: 0.88, GyroXMin: -2.36, GyroYMax: 2.36, GyroYMin: -6.25, GyroZMax: 0.20, GyroZMin: -1.05
GyroX: 3.24, GyroY: 8.61, GyroZ: 1.25, AccelX: 8.34, AccelY: 9.20, AccelZ: 70.57
GyroXMax: 0.88, GyroXMin: -2.42, GyroYMax: 0.79, GyroYMin: -6.25, GyroZMax: 0.20, GyroZMin: -0.66
GyroX: 3.29, GyroY: 7.04, GyroZ: 0.87, AccelX: 8.34, AccelY: 13.87, AccelZ: 60.07
GyroXMax: 0.88, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 3.13, GyroZMin: -0.66
GyroX: 3.29, GyroY: 14.98, GyroZ: 3.79, AccelX: 19.14, AccelY: 25.22, AccelZ: 45.02
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.25, GyroZMax: 3.13, GyroZMin: -0.66
GyroX: 4.52, GyroY: 14.98, GyroZ: 3.79, AccelX: 39.41, AccelY: 30.05, AccelZ: 38.00
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.19, GyroZMax: 3.13, GyroZMin: -0.66
GyroX: 4.52, GyroY: 14.92, GyroZ: 3.79, AccelX: 39.41, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -4.14, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 12.87, GyroZ: 4.81, AccelX: 39.41, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -5.26, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 13.99, GyroZ: 4.81, AccelX: 39.41, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.35, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 38.94, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.55, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.55, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -2.42, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 4.52, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -0.91, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 3.13, GyroZMin: -1.69
GyroX: 3.02, GyroY: 14.73, GyroZ: 4.81, AccelX: 39.76, AccelY: 36.76, AccelZ: 78.45
GyroXMax: 2.11, GyroXMin: -0.91, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 2.82, GyroZMin: -1.69
GyroX: 3.02, GyroY: 14.73, GyroZ: 4.50, AccelX: 39.76, AccelY: 29.55, AccelZ: 58.49
GyroXMax: 1.85, GyroXMin: -0.91, GyroYMax: 8.73, GyroYMin: -6.00, GyroZMax: 0.75, GyroZMin: -1.69
GyroX: 2.75, GyroY: 14.73, GyroZ: 2.43, AccelX: 32.75, AccelY: 29.55, AccelZ: 58.49
GyroXMax: 1.25, GyroXMin: -0.91, GyroYMax: 3.04, GyroYMin: -6.00, GyroZMax: 0.75, GyroZMin: -1.69
GyroX: 2.16, GyroY: 9.04, GyroZ: 2.43, AccelX: 13.64, AccelY: 20.00, AccelZ: 58.49
GyroXMax: 0.66, GyroXMin: -1.78, GyroYMax: -0.00, GyroYMin: -6.00, GyroZMax: 0.75, GyroZMin: -1.10
GyroX: 2.44, GyroY: 6.00, GyroZ: 1.85, AccelX: 7.43, AccelY: 19.26, AccelZ: 51.24
GyroXMax: 0.66, GyroXMin: -3.57, GyroYMax: 2.14, GyroYMin: -6.00, GyroZMax: 0.75, GyroZMin: -1.10
GyroX: 4.23, GyroY: 8.15, GyroZ: 1.85, AccelX: 4.03, AccelY: 31.54, AccelZ: 31.82
GyroXMax: 0.66, GyroXMin: -3.57, GyroYMax: 8.73, GyroYMin: -4.32, GyroZMax: 4.64, GyroZMin: -1.10
GyroX: 4.23, GyroY: 13.05, GyroZ: 5.74, AccelX: 31.78, AccelY: 31.54, AccelZ: 31.82
GyroXMax: 2.10, GyroXMin: -3.57, GyroYMax: 8.73, GyroYMin: -3.50, GyroZMax: 4.64, GyroZMin: -1.10
GyroX: 5.67, GyroY: 12.23, GyroZ: 5.74, AccelX: 39.76, AccelY: 38.70, AccelZ: 31.82
GyroXMax: 2.38, GyroXMin: -3.57, GyroYMax: 8.73, GyroYMin: -2.78, GyroZMax: 4.64, GyroZMin: -1.10
GyroX: 5.95, GyroY: 11.51, GyroZ: 5.74, AccelX: 39.76, AccelY: 38.70, AccelZ: 67.08
GyroXMax: 2.38, GyroXMin: -3.57, GyroYMax: 8.73, GyroYMin: -1.91, GyroZMax: 4.64, GyroZMin: -1.10
GyroX: 5.95, GyroY: 10.65, GyroZ: 5.74, AccelX: 39.76, AccelY: 38.70, AccelZ: 78.45
GyroXMax: 2.38, GyroXMin: -3.57, GyroYMax: 8.73, GyroYMin: -3.55, GyroZMax: 4.64, GyroZMin: -1.10
GyroX: 5.95, GyroY: 12.28, GyroZ: 5.74, AccelX: 38.90, AccelY: 38.70, AccelZ: 78.45
GyroXMax: 2.38, GyroXMin: -3.57, GyroYMax: 8.73, GyroYMin: -8.73, GyroZMax: 4.64, GyroZMin: -1.10
GyroX: 5.95, GyroY: 17.46, GyroZ: 5.74, AccelX: 38.87, AccelY: 38.70, AccelZ: 78.45
